RX_DATA_0,RX_DATA_1,RX_DATA_2,RX_DATA_3,RX_DATA_4,RX_DATA_5,RX_DATA_6,RX_DATA_7,RX_DATA_8,RX_DATA_9,RX_DATA_10,RX_DATA_11
a2aa038f,a2a8c406,a08053a5,a0264908,a2014307,a0a0000b,a6400087,a2e0c580,a020808d,a140c781,a0a24a8b,a0478300
a004419f,a5614781,a6228f01,a0620a87,a6e68086,a025030f,a106080c,a125080c,a4014013,a063080f,a0044007,a4ce828c
a4018283,a0e04185,a025d611,a042819a,a3028383,a0a68281,a1214210,a0000100,a121c108,a062062f,a3901b90,a2260105
a1c38126,a1030539,a3090584,a1008887,a1000d08,a1e2832e,a0414b85,a165c20e,a0e0c002,a320cc04,a0e20b06,a7a1c583
a506c29d,a167cc03,a2c00d83,a2c885a0,a1c64000,a020c106,a0e1448d,a0280481,a0421021,a0678811,a4a341a0,a000818e
a2a30727,a1a48704,a0e4420b,a000ca8c,a000cf81,a1200c82,a0510409,a0494387,a1414284,a0c00398,a0a04981,a1414733
a1a05087,a4c28994,a3214392,a00a862f,a5024e93,a2434090,a0278e08,a22f028d,a2a140ab,a2a10495,a405439f,a0430507
a2a1df00,a0618312,a12a8b87,a1080502,a1068980,a1874784,a0408005,a3a602ba,a300c5c5,a401048a,a045c38a,a0600300
a0808093,a1084083,a2e28614,a040c583,a284c885,a460c394,a162828e,a12e8691,a181cf05,a0c14eb4,a0820084,a5e4420d
a0154326,a0404383,a1211293,a2400682,a6034603,a0494d26,a021422e,a0410888,a5450807,a2604096,a1400103,a069c201
a042c10a,a1e4c284,a1414224,a0000902,a06ac192,a0e8190a,a222840c,a0a0818b,a1214700,a021c607,a1e2c10c,a02c0006
a1c04180,a001428a,a1088500,a161c308,a30244b5,a1610100,a0c5c819,a2610a83,a5a74082,a3c00000,a06c4485,a0e98f06
a1040530,a0a00097,a3601482,a2820585,a0e39101,a065c382,a2c04583,a2654d01,a5e1010d,a0255316,a2220088,a3410624
a20e0409,a0e24382,a280061d,a820c490,a1260e88,a064494b,a18081af,a2224085,a280cd06,a0220491,a3c1848e,a0838587
a0c5c390,a1a00691,a0e3030e,a200462e,a021c6b2,a1c2c583,a2814795,a0888006,a1ae8f01,a0264487,a0828302,a2c54d8e
a001c580,a1200a06,a1e34413,a1e10488,a023ca8f,a365400c,a081830e,a301c289,a1c10495,a043c481,a0231608,a161408d
a4619c1b,a0950589,a40ac01c,a0e0c106,a06b5308,a344c4a9,a1a08b01,a060c289,a000c487,a040499b,a085cf9c,a021033b
a2228c00,a0010282,a0204a07,a1e44618,a1e21701,a122c891,a3208048,a20532a3,a0840012,a7a30593,a1260488,a2804488
a1058781,a3e54022,a1804205,a0c2050c,a1444501,a1404481,a147000e,a26098be,a384c092,a2e20094,a043868a,a5e083a6
a0868198,a0c81883,a0448002,a26283ac,a164ca03,a0c04284,a0638980,a1054583,a54f8111,a1c4c0aa,a4a60b84,a00a4f19
a24c8b0c,a122cca0,a182c788,a1a5018b,a0004909,a02002c5,a060058e,a0040017,a2820808,a0608393,a160c352,a183c181
a106060a,a1811983,a3250786,a100478e,a180800a,a2a14e89,a0e28380,a1ebc80b,a0015680,a4260919,a0c84902,a1e0ca08
a1608381,a1414400,a004ab80,a05fda80,a041059a,a008820b,a2854587,a30540a8,a1634d0a,a06151bd,a220140a,a2818490
a200ce1b,a22a060c,a2254282,ab240284,a287400d,a1c00b25,a3e103a1,a008403e,a2e0ca8b,a087c007,a04008b1,a286c203
a0e84081,a1e38000,a0ac870a,a0814586,a0218a07,a1010201,a0078202,a0228daa,a0008280,a0e04107,a100ce80,a4018a08
a020c011,a0a10383,a204c68b,a1414880,a2278588,a042801d,a100879b,a940cb9b,a0875607,a3248487,a1a18928,a0e00402
afe04601,a040c888,a0834f83,a233472a,a021c01f,a2e60786,a0240021,a0c5c5c6,a3764800,a1008186,a0441786,a3288104
a1e1570c,a860081f,a0a29d07,a000c409,a1a20504,a0011810,a0e4c495,a081c380,a442029a,a0e20d04,a2608110,a182c084
a0a80284,a360c28a,a06ac081,a1828184,a003010c,a1254586,a2028807,a2414589,a1004019,a0450aa0,a1828f9a,a007c580
a0808009,a16b8381,a1e2a4f1,a3000119,a021c092,a7634402,a0cd4b03,a240149f,a1400500,a0a7db02,a061c183,a2076491
a00e4a81,a3c00196,a3205286,a0c6c493,a0e1010f,a0299284,a4024094,a140d614,a048c482,a046d520,a0434183,a0a29600
a521c205,a3a10401,a224ce97,a10ec809,a1a0c003,a524c10a,a145830a,a2e08a92,a0c108a2,a0808209,a4824606,a3a2c915
a100d7bf,a126c787,a5c1c287,a0004d1e,a160060c,a1e00905,a080000a,a420880a,a0c2489d,a0a48600,a420cb10,a129c21a
a2e14488,a2430197,a3844608,a6241281,a0220806,a7e102af,a0424505,a003c691,a4654284,a1a24004,a201c00c,a2a4c780
a38f0314,a3848f19,a282c504,a4051723,a0200488,a0e04107,a0724417,a0449419,a0828217,a0e10c0f,a281c002,a1c18489
a3800187,a06996da,a3829083,a3474183,a3e04396,a2235f30,a420090a,a220c081,a121838a,a4a34013,a0a34007,a0284412
a122c387,a2220183,a127c300,a4c24682,a5640501,a0a0c7a8,a0a24381,a2e4c180,a4a44091,a0011283,a027c805,a2a50090
a0604082,a0e2070d,a0401795,a0e1d488,a260460c,a126c615,a4e1c806,a281a303,a0a18a8a,aa350186,a1878488,a2eaca83
a005008e,a0e0c08b,a0e10730,a0c14202,a0662696,a380048e,a0a38681,a0254e28,a263c800,a2a0040d,a0024003,a420499e
a0408780,a3604703,a221c5a3,a4a14683,a101078c,a0c04013,a082038d,a22180a9,a04ec017,a2084501,a404c103,a085429b
a2814609,a1448102,a028840a,a0818287,a084c385,a0044417,a0846284,a041078f,a0c18711,a0011383,a2a0c189,a2210893
a266ca83,a043c980,a044820c,a284838c,a144039d,a022c001,a1675330,a04385bc,a22041b4,a1408018,a04107ab,a0004096
a4a58004,a3028681,a0834003,a1084d9e,a1a18219,a5230511,a127c885,a1a48205,a042d206,a2640302,a4a4060f,a045c902
a0a20b20,a240cc8d,a364461a,a0010406,a0044181,a100c087,a165c484,a0804b12,a1410382,a060c010,a501041a,a4e5010a
a2e1c485,a0c08816,a12a0700,a0301193,a163cb85,a0c38318,a064d60f,a201c009,a0400393,a3635187,a0e0040d,a3820f94
a0404b89,a1c44585,a3210503,a0284291,a6a50400,a120810d,a0224609,a0821683,a0998807,a2420280,a0604490,a062c609
a1210108,a080894e,a0f1ca0e,a1e74182,a142c187,a442408d,a0030605,a3048e8a,a0030483,a3a04683,a2e3481f,a1e14d83
a3c28102,a1c00189,a0c3408f,a06c861d,a0e0c680,a025c00a,a228008f,a0e0cb86,aa040083,a00d4c0d,a0a08805,a5644600
a1414c84,a6468880,a1619a80,a16ec184,a321408e,a0048688,a4618c8c,a4238683,a0c28e82,a0c04206,a10c122c,a0c2000a
a022808a,a1662945,a1010c84,a0824b83,a3a54482,a188c203,a066c800,a003c9a3,a1414390,a000c301,a5e14085,a0c18084
a0219185,a0038385,a7828083,a1e8489e,a0610700,a105030d,a4c3c001,a142c994,a2a6c10f,a080803d,a08cca89,a180870c
a0630083,a1c60781,a202c600,a040c802,a1c9020b,a3684810,a0cc4205,a0a04281,a3c28007,a6884082,a18100ba,a1708e88
a4a38a02,a281c312,a022c699,a020c39f,a1219905,a0208180,a1220b06,a022111e,a2a1058c,a1804b01,a06901b8,a2c0c10b
a0630102,a2028308,a288cb00,a0260312,a1284991,a203579e,a0430052,a5e1c981,a1601008,a0615ea9,a4c48002,a0208012
a0018982,a160c202,a023c002,a0088481,a2c48f00,a8230209,a1a0cf88,a3400133,a2c64184,a7c40782,a0200e19,a044008b
a220408d,a1e18521,a27fc0b4,a0a0ce0c,a205861d,a086e610,a285828f,a0484e05,a2831184,a480490a,a0424aa9,a2e3531a
a0618300,a0e78582,a0815305,a0e08691,a6c30982,a2e2460e,a1014d02,a0678485,a0440520,a068cb00,a1208b8c,a0c683a4
a041870e,a5a1cd04,a3211b86,a1c14502,a241058b,a0044213,a0084291,a382d300,a3c2070a,a0c1890d,a5c14004,a1810615
a069c385,a2a95129,a205c3ba,a2c08081,a0024084,a0644098,a0248401,a2281492,a0240534,a061c023,a2628d10,a0024413
a5e3cc09,a1c440b9,a084450a,a4a4ca04,a6245187,a3628906,a0228289,a1404608,a4a00228,a0e3cc86,a140be10,a267c007
a0e08183,a0a10608,a080a025,a4210584,a082800f,a3000660,a040ca88,a08d8787,a1c2481e,a3210993,a142c288,a2a5c886
a424099a,a0a40b8a,a1818393,a0458f8c,a3854582,a4e10c93,a040070a,a0a40f92,a02fc705,a5440a13,a2c68808,a1435019
a3208d0a,a023c993,a0c082cf,a1204205,a9010600,ac8e818d,a4454c83,a0829789,a3600b07,a284841d,a0464b07,a0039402
a0cf448a,a1a24025,a0e04319,a0604283,a224840b,a684810a,a0e11103,a10e4683,a3834394,a0c18b8d,a021458e,a2c45307
a0848b17,a1215186,a2430580,a2210c00,a3a00309,a1c18805,a1a08e21,a3424a20,a0414888,a0610207,a1e20694,a5204881
a1cb038e,a0b0c192,a227838a,a0024587,a0858808,a209498f,a1a31007,a2020d05,a3610382,a0024524,a0e58206,a3e0c8a9
a1a2078d,a000c583,a0e2889c,a1e10229,a0a000a8,a903c287,a0254287,a12e468b,a0400a04,a143898a,a2612202,a0060792
a4850a1d,a1230787,a1c04704,a5008986,a082c007,a020c19a,a2424283,a2014107,a18b400e,a162c804,a1e09289,a1469114
a1610104,a261cda1,a081cc02,a1800f14,a0428187,a101060a,a0204113,a4238b80,a109810a,a1240519,a421cf4b,a1a0c185
a202068a,a0048515,a0200484,a142c10f,a10f0110,a9e0458c,a1420618,a0e10138,a3a0c083,a6a20980,a160000f,a3c20008
a4224c88,a0e115ab,a1848701,a522028a,a020cd0e,a40045a1,a60203a2,a4200e80,a6018181,a045410c,a3c04a15,a5a30481
a2a09301,a542810c,a0645404,a1820484,a06a668c,a1e2168c,a08a0207,a023021b,a0480588,a160870c,aae3c784,a0a0c590
a3a68c11,a0201488,a0a00500,a0a48312,a1e0409f,a524118d,a181408f,a162090a,a2406011,a1c245a7,a2e45389,a0e1a18b
a7024827,a0c28382,a0c24107,a2e48d1a,a2604904,a8228580,a5058e17,a2604a90,a0010004,a5e14500,a144d91b,a480c08e
a0c04429,a023ca09,a0440202,a0610706,a1400304,a0fb8413,a0224689,a0810103,a3420606,a0260087,a1212393,a2250a85
a120a10c,a3435205,a4200107,a0478a8c,a084c200,a241c724,a282451e,a0e04f8e,a1230800,a1038997,a0a65415,a065900f
a0e18c82,a1c4c09a,a401870a,a321408c,a0c0838b,a1a3420a,a221091a,a1030709,a24d4012,a1600a1f,a3600184,a0270a01
a145c485,a0618ca2,a02d0102,a2e28184,a5eb02a5,a2218c0f,a1891354,a0e20500,a6a24184,a6454507,a0860d01,a2000c84
a462880b,a042c81a,a241c1c4,a1024293,a0824114,a2e4c200,a042d52c,a1e0d709,a2204102,a0c64101,a0e1023a,a0c9c001
a180400e,a0c08012,a105081f,a081169c,a0c3c20b,a5a3df0d,a0401291,a0245684,a0466d8c,a9e35205,a0218b32,a0c30e01
a200c0ab,a1c0c395,a2e14228,a140c70b,a240c617,a1a1c713,a241d380,a0e1a00d,a1024533,a588c61c,a0a3c305,a0a38493
a0a1ca8f,a022c409,a0e28814,a0644213,a088418a,a1c04500,a0c1d211,a5014007,a229828e,a1014785,a003829c,a1298fc3
a4064386,a080c01f,a0a187ab,a6848185,a2270927,a0408104,a043030a,a5624804,a0018684,a062482e,a0288889,a1660211
a1028412,a4838991,a0008f81,a566028a,a4a00994,a0c28005,a2e2c709,a0c28220,a1000496,a10100a8,a0608c80,a0438a8a
a4684706,a2200787,a000c017,a1239298,a122518f,a2424118,a2a08509,a180020a,a4e0c030,a0240128,a7a98882,a000c50b
a0a10313,a382c003,a0830704,a04e4601,a4e14004,a001c209,a5c0c687,a2814518,a021c786,a0034707,a0669008,a184c817
ab06c0a6,a061ce02,a0e2e190,a060c403,a1600587,a0400e85,a0ecc28e,a101c200,a1a184a3,a3608799,a9048783,a2a18c09
a2c00e0f,a2e10400,a0c48308,a0c34540,a5434001,a1834593,a0224016,a0e086a5,a360008d,a0459d82,a3438a87,a046068b
a124d108,a187c18e,a1e1518e,a1e2802f,a0e04004,a0838d11,a5a2c181,a2400104,a202c1a8,a087c483,a6434781,a0870109
a2e00214,a221801a,a062400d,a0804e82,a046c382,a2a98096,a1460604,a1a48395,a3c3c014,a00600a0,a0099015,a00c83c5
a0890681,a0824286,a2e0d7ac,a302c010,a3424281,a1e08208,a8238784,a104010c,a1418f11,a060c608,a242021e,a1c05c80
a080d116,a0c18990,a040230b,a1e1c092,a1a08182,a1834d9a,a065068c,a0400481,a0210105,a285110d,a181038c,a1204217
a0e34308,a48bc515,a022028d,a0204583,a6a20791,a0060093,a0a0d310,a0a18b2c,a3244011,a1a24704,a1844895,a2878386
a1abce01,a0a24481,a584c604,a3a80404,a040419e,a0220291,a1528709,a341c50a,a040c583,a1c10513,a042c380,a0020211
a1a385a2,a0408514,a20147a9,a10d8501,a0204391,a2a7c98f,a0a50582,a1a0450f,a160910b,a1044291,a0464425,a021c002
a1c0800d,a0a34a85,a46cc189,a1038298,a123c292,a0c0831c,a1e15013,a1e10017,a28246a5,a2024110,a0a25583,a5b14a85
a3e30104,a0a2c899,a040430f,a4220ebd,a689c104,a3e04101,a6c3108f,a0624d83,a0250106,a40b9481,a185c30a,a046428e
a2a0c789,a0a5431c,a0a0c889,a0078e88,a0cdc189,a0091428,a1a1c109,a041418b,a020c780,a1e08122,a1e79384,a1434012
a081c68f,a0284783,a068c295,a2c8c073,a33a5587,a0c09492,a2480181,a100cb08,a0a68a02,a2414390,a240420f,a3eb0a91
a06c008c,a1200005,a0414812,a10b43b5,a0090b07,a0c48f0e,a0a00418,a0240f02,a00b823a,a1644387,a180050e,a2a35287
a12002a1,a2a4c796,a0634093,a2c1cef7,a002819d,a203440c,a2a10b12,a2418d0c,a0a18013,a040178a,a0428092,a5010201
a161ca08,a3400602,a1238008,a0808182,a4018d0d,a000ef81,a082004a,a1e2d596,a340878e,a081082a,a2814c09,a267d68e
a1c38f16,a0400288,a32a1087,a20392a4,a2a44414,a066c3af,a0260482,a004040a,a460159b,a0470001,a1460205,a142c007
a0ed8c88,a0a00100,a0a1c102,a04a831a,a5028495,a1c68293,a1228105,a027ca22,a100cd81,a0844107,a0c4c71b,a3c04100
a0c00c05,a3e08689,a0000186,a3804403,a0809995,a0610180,a0c18f01,a08b5905,a1894300,a0c3caba,a124dc8d,a1a0ceae
a024c702,a624510b,a2adc003,a2ccc420,a2024d13,a222c1b1,a1664102,a48b0692,a1040c07,a0eb850e,a121c398,a0e0820e
a1e08007,a160cdb0,a2e04193,a2408483,a1014503,a120829b,a000ca8d,a183830d,a0a5c283,a0a00184,a1c00283,a1a2050a
a0c34284,a084058d,a0c5d305,a2e1031f,a3244192,a0c14404,a10303b6,a220c588,a1014005,a680c189,a38d4d33,a1e14210
a042c101,a1a64880,a00b0b17,a345c288,a047080b,a1408000,a06a0b02,a0258486,a0e6c093,a280d40f,a000458a,a640c604
a060490d,a2610391,a0604386,a184020a,a0600587,a0ea868f,a041cd0a,a00b801a,a1248d01,a501ce93,a5a4c180,a1a6c604
a6424b9a,a0270695,aa634b07,a202c39d,a1234602,a1825003,a00c8107,a1c14010,a2a54208,a042010b,a0468782,a18a450d
a081448e,a0418781,a0410189,a1738a3a,a0240883,a1288523,a023868d,a0c18393,a0c0939a,a764c089,a0a5805a,a2a24009
a0c20183,a0c10819,a184c825,a2c80285,a1028522,a0444d99,a6a48e08,a421c404,a0a64199,a04185b5,a0841823,a5e18206
